,comment
179,回复@傻子与乞丐:她给中国做的什么贡献？带动中国GDP还是有什么重大发明，强国了利民了？沙雕 
180,嫁给言承旭不好吗？非嫁给一个日本人 
181,去年买了个表！ 
182,回复@黄晓明:评论戾气不要再重了？人家朋友之间的祝福，你们在这骂？毁三观！ 
183,恭喜 
184,男主角是GTO时期的男神 祝志玲姐姐，幸福快乐 
185,回复@社长Angel7:你们才是杠精吧，人家自己选择嫁到日本的，成为日本媳妇，她选择嫁到日本的那天就自愿成为日本人了，只不过是回中国挣点钱罢了。还维护什么，作为公众人物，真不应该这样 
186,快點，我要射了 
187,我想摸你的奶 
188,志玲姐姐什麼罩杯？ 
189,被黑澤良平干過嗎？ 
190,最讨厌日本人，中国的耻辱，垃圾，早点死 
191,回复@鄭元暢小綜:k 
192,这货不是被陈真打死的那个？ 
193,日本人 
194,勿忘国耻，爱我中华，你个辣几 
195,无语又失望的第一个月 
196,回复@wotzefa:6 
197,回复@椰子_糖yhy:你真特么是个杠精，1937年的事情到现在不过经历了82年相比你老爸你爷爷对于南京大屠杀还忘不了吧，你特么扯上铁木真，几千年的事你要不要来跟我探讨一下秦始皇灭6国的事。 
198,这是在背叛国家啊 
199,回复@社长Angel7:妹妹，你先把学上好吧。 
200,今天梦见你了 好开心  希望志玲姐姐永远幸福快乐  一定经常回来看看 因为 我们真的很想念你 真的很舍不得你 永远的女神 
201,黑泽志玲 
202,无知且无耻 
203,回复@明明就94200:哈哈哈哈哈哈那我说别人又关你什么事你 
204,OMG！！ 
205,AV既视感卧槽 
206,陈剑干得好 
207,我觉得我应该抵制林志玲，南京大屠杀的事你忘了吗？还嫁给一个日本人，还真不嫌丢人 
208,反正我以后肯定不会再用林志玲代言的东西了 
209,海，你滴****滴 
210,不知道中国抗日历史吗？还要嫁到日本去，以后不要来中国捞金 
211,我是真瞧不上你个日本女的 
212,回复@-旺旺碎彬彬:你大爷 
213,恭喜女神 不过也心疼一下微博程序员小哥哥好好的端午假期 眼看着要下班了 又要加班 
214,你真的幸福吗？虽然好喜欢你，可你嫁给黑泽还是有点担心。 
215,回复@舒淇:3级 
216,回复@舒淇:在日本玩住了，不要回来了，中国不欢迎你，🇯🇵 
217,我反对这门亲事 
218,祝福志玲姐姐，要幸福噢！ 
219,回复@姚晨:等日本子扛着枪来指着你吧 
220,回复@Dsg丶情尘-孤狼集团:那我对他的观点表示意见又关你屁事？有时间跟我浪费口舌不如早早回去给你🐴守丧 算了 我忘了你没妈 给你无中生妈属实不太好 
221,日本人好用呗，真是呵呵了 
222,日本人，呵呵 
223,回复@我也愿意欣然前行:那他表达自己观点又关你屁事？ 
224,为什么你这垃圾那么多人看你 看看抗日战争死了多少人 多少人失去父母 为什么死的不是你家人 
225,🌹 
226,恭喜 
227,回复@嗯呢纪宁:哈巴狗 
228,回复@发现美的结构:别这么说，别人想嫁就嫁呗，看得不爽不喷，屏蔽，不就行啦 
229,黄渤呢 
230,回复@舒淇:舒淇 
231,回复@雷叔叔D:请尊重您的素质 
232,既然改名了咋不顺便移民日本啊！别在大中国捞金了你出片子了可以买几部的哦 
233,还有我们也不是无缘无故喷她嫁日本就嫁吧改名是啥玩意真不嫌丢祖宗人 
234,... 
235,祝你幸福，再见 
236,这男的，是达到了人生巅峰 
237,哎 
238,祝福 
239,恭喜恭喜 
240,恭喜。。。。希望只接受祝福，其他的不必理会 
241,哎，还是希望你幸福！我还是不看好，话再多，最多的还是希望！爱这个事，任何人都没有权利说什么，我还是想说，等等看吧！ 
242,中国与日本不共戴天之仇 
243,回复@无谓的罂粟之花:人不可貌相 你老师没教你？ 
244,回复@慵慵囷:怎么捞钱了？ybb 
245,回复@万物顺奇:法律没有规定中国人不能嫁给日本人 
246,回复@-Misskapok-:合适不合适都雨女无瓜🙃 
247,回复@木木俊兮-:没有骂 我觉得你在人身攻击 
248,回复@竹韵兰风zhuyunlanfeng:没有法律规定林志玲不能嫁给日本人 
249,哇~姐姐要幸福哦 
250,评论说不要嫁给日本人的是些憨批吗 
251,回复@木舟先森:h哈哈哈哈哈😄 
252,和民族大恨的人结婚，应该被革除中国国籍。 
253,这是关于民族的事情。 
254,是不是中国人？ 
255,麻烦多看看历史。 
256,日本战败后想办法逃脱，洗脱罪责。 
257,日本战败投降以后敢做不敢认。 
258,我不是黑某个人，我只是只仇日。 
259,看到那么多人骂你我就踏实了 
260,志林姐姐写的是简体字呀，真的用心 
261,回复@Jin_bo_shi:几个菜呀，喝成这样 
262,八格牙路 
263,字写得很漂亮 
264,志玲野结衣，护士，电车，丝袜，乱伦，，车震 
265,你是忘了日本人对我们做过的哪些事了？ 
266,回复@虚伪的猫猫0:嗯嗯。 
267,便宜日本人，都不给中国人， 
268,希望以后你生是日本人死是日本魂从此不再是中国人也不要来我们张家界大湖南不然我见一次打一次让你懂什么叫国耻 
269,回复@流水线:可以啊我们湖南人没在怕OK 
270,回复@以后超人不会飞:她也忘记了当年黄家驹怎么死的我现在觉得骂她都不配让我开口 
271,回复@以后超人不会飞:就是 
272,回复@青阁宗主:反正我们湖南人第一个不会支持她的作品已经不配做中国🇨🇳 人了 
273,回复@斯勒屠:就是 
274,回复@对没错我在等你:圆明园反正不是她烧的她不懂的 
275,回复@允諾4135:说的对必须封杀他不然日本有钱了会和我们睁钓鱼岛 
276,回复@William_____li:代表湖南人支持你 
277,我代表我们湖南人希望你嫁出去了就永远也别给我回来 
278,中国男人死完了你要嫁去日本🇯🇵 对不起毛主席对不起我们湖南人你已经不配拥有中国人这三个字了你让我们湖南人太失望了滚吧！受欺负了也别回来 
279,以后请别说自己是中国人以后你就是日本人 
280,回复@社长Angel7:像她这种忘记国耻的人让她滚怎么了还嫁去日本🇯🇵 对的起我们湖南人对的起我们伟大的毛主席吗？在她选择嫁去日本就已经不是我们中国人她忘记了我们湖南人可记着 
281,回复@社长Angel7:那我就想问了你学过历史吗？日本人是人吗？当年毛主席努力多久中国才有了今天？历史学哪里去了她我就我就想问我代表湖南人民让她滚怎么滴你不服咋滴 
282,对不配做中国人勿忘国耻都不懂吗？没学过历史可能 
283, 
284,回复@决堤怎么提:神经病 
285,钢丝球警告 
286,黑泽志玲 
287,可能是男生的技术征服了志玲姐姐 
288,回复@明明就94200:素质低下也叫人性了，叔叔，我劝你回去读书吧？ 
289,恭喜黑..... 
290,啊啊啊啊啊啊啊啊啊啊啊啊啊 
291,回复@舒淇:还不如言承旭了 
292,[帅] 
293,想说很多，但都苍白，执子之手，与子偕老，琴瑟在御，莫不静好。祝幸福快乐 
294,回复@是Double-T:牛逼了，黑泽志玲把那些对她不好的评论全部都删了果然是嫁出去的女儿泼出去的水 
295,回复@雷小锋啊:反对有效 
296,回复@越丣:我也是 
297,回复@王可贵:可能回去 
298,回复@明明就94200:毛主席能把资治通鉴背下来你行吗？哪来的这么大脸自比毛主席 
299,嫁鸡随鸡 嫁狗随狗！ 
300,祝福祝福 
301,Reply @明明就94200:那你真是可悲 
302,回复@wotzefa:牛逼了，黑泽志玲把那些对她不好的评论全部都删了果然是嫁出去的女儿泼出去的水 
303,回复@刀之诗:你这是在侮辱她？你这是在侮辱没文化的人？不，你在侮辱以前抗日英雄们，你在侮辱毛主席，他们都没念过高中好吗？ 
304,回复@Huaaaaaayyq:她比你有人性 
305,回复@乳白黏稠姬:谢谢你告诉我还可以举报，已举报你了，请认清自己的立场，记恨日本人我能理解，你的出发点就是欠骂！ 
306,回复@傻子与乞丐:人家骂她关你屁事？人家好歹也是记恨日本人，您呢？视日本人为己出？？？铁憨憨！ 
307,回复@星沉Starsink:别人骂她又关你屁事？ 
308,回复@妳杀了她对吗:看看赞她的人，她不是一个人在战斗，你可能理解不了 
309,回复@社长Angel7:你看看赞他的多还是赞你的多，难道绝大多数都没素质？其实不然，嫁给别人我相信一万个人里也找不到一个喷她的，能理解吗？ 
310,回复@偶吧bin 的表态:牛逼了，黑泽志玲把那些对她不好的评论全部都删了果然是嫁出去的女儿泼出去的水 
311,回复@pygmalion-X: 
312,幸福个鸡腿🐔 
313,回复@舒淇:幸福个鸡腿🐔 
314,这回行了  日本的高科技厉害  多备点电池 
315,微博位置已经成为你的娘家了。 
316,他天天跟你说日语，你不难受吗？ 
317,不喜欢日本人，不喜欢他。 
318,网络崩溃，祝福 
319,祝福祝福， 
320,在中国在多做几次慈善吧 
321,好配啊 
322,大腳志玲．為什麼 
323, 
324, 
325,你是真的快乐？ 
326,回复@425平常心:你的头像真打脸 
327,她又不是中国人 大家别急 别骂 她是台湾的 国家都不反对日本人来中国 我们激动什么 
328,回复@粟味子52001:你真牛逼 日本人那时候强奸杀人 将孕妇开肠破肚 说不定你祖先都被他们玩过 别怪我说话难听 这叫道德绑架 你怎么想的 就算不杀他们但也不能原谅 
329,回复@不知道取什么昵称-:下面的人真的很奇怪，人家结婚是有人家的理由的管你们屁事啊！人家看得上你？一天酸些什么呀？日本人怎么了？日本人也比你们这些虚伪的碍国者要好的多！ 
330,换日本户口了，祝你晚上玩得嗨就好 
331,醉了，嫁日本人，它们可以友好，但这一嫁你就是地地道道日本人，后代都是。 
332,祝福姐姐 
333,希望林志玲下次拍可以邀请波多野结衣吗？这样票房肯定好。 
334,病急乱投医 
335,请问会改姓么？ 
336,回复@一条不想转弯的蛇:凭啥你说蹭热度就是蹭热度 
337,回复@只剩下Music:有什么可骂的呢 
338,七七事变你忘记了吗 
339,？？？ 
340,终于嫁出去了，祝你幸福永久 
341,送b玲 
342,吔屎啦，梁非凡。 
343, 
344,回复@夏殇的水寒:自己去想 
345,拜 
346,回复@李治廷:喜欢你和志玲姐姐🌹🌹也是意难平 
347,这张图片像极了波多野结衣 
348,林志玲，怎么还不离婚 
349,回复@雷叔叔D:我同意 
350,回复@姚晨:xu' wang guo chi 
351,这个玩笑一点也不好笑！ 
352,真狗可，国民女神嫁给日本人 
353,对啊对啊，嫁谁我也决对不嫁日本 
354,日本人？ 
355,我  我    就是看热闹的，人生曲曲百年内，看看热闹开开心 
356,回复@柳岩:感动你妹！嫁给破日本人还感动？你特么还是湖南人吗？ 
357,勿忘国耻，但是为什么偏偏是日本人，与身俱来的偏见，真没办法祝福 
358,你怎么不滚出去的 
359,回复@黄晓明:评论里的人都吃撑了？？？？？？ 
360, 
361,啥时候出av啊，期待 
362,像极了av 
363,我要换女神了 
364,原来志林姐姐喜欢日本人的套路，看不出来你这么闷骚 
365,回复@决堤怎么提:支持 
366,回复@鄭元暢小綜:他结婚了还开心 
367,黑泽老师期待你的av 
368,回复@社长Angel7:你可闭嘴吧，都嫁给日本了。你觉得她不改国籍？有点脑子好不好？？？ 
369,黑泽志玲，期待你的新作品 
370,日本男人好玩吗？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？ 
371,心碎的感觉 
372,看下南京 南京   也许里面就有你以前的公公 
373,林老师好 
374,AV即视感 
375,真担心你以后的生活，不但要防你公公，防你小叔子，防你隔壁邻居，还要防修水管的，修空调的，送水的 
376,回复@社长Angel7:说 林志玲给了你多少钱 我给双倍 
377,叛徒 
378,黑泽志玲 
379,嫁日本人， 
380,日本娘们 
381,回复@宋扬上下心:建议改国籍去日本吧哦对了人家还不知道要你不要，吃着中国粮说着败坏中国的话，你什么素质，袁老让你吃的太饱了，中国的土地让你睡的太舒服了，吃饱了穿暖了，开始嫌弃了。 
382, 
383,勿忘国耻 
384,回复@社长Angel7:同你个鬼同胞 
385,回复@社长Angel7:厉害了人家现在不是日本人吗？ 
386,中国再无林志玲!滚! 
387,滚出中国! 
388,你真幸运，但我很嫉妒 
389,回复@黄晓明:一个个断章取义的键盘侠，哪个字说是接晓明baby婚礼的捧花了？！就会在别人背后诋毁。。 
390,恭喜 
391,为什么要跟日本人结婚？中国有那么多帅哥？ 
392,言承旭咋办 
393,恭喜🎉 
394,不明白为什么要走出国门，中国挺好 
395,别来中国赚钱 
396,祝志玲姐姐，家庭幸福 
397,祝福 
398,回复@黄晓明:键盘侠太多了！哎，我们国家竟然还有这种素质的人！人家祝福一下怎么了？大惊小怪的真是够了！ 
399,回复@发现美的结构:不要大惊小怪的，每个人都有选择的权利，难道嫁给日本人就关系到“爱国”的问题了？都什么社会了，有点素质！ 
400,回复@LYB楠哥:日本人都是坏的吗？  虽说勿忘国耻，但是每个人都有选择的权利，现在都什么社会了，有点素质！ 
401,回复@巴菲特99999:太大惊小怪了吧 
402,鞭尸了 
403,聪明一世糊涂一时啊 
404,回复@舒淇:恭喜个屁，真不懂你们这些戏子 
405,回复@柳岩:真不懂你们这些戏子 
406,回复@Tu兔Babe:至少是敢做敢当的键盘侠，邻居吵直接敲门问。 
407,回复@Tu兔Babe:那也是敢做敢说的键盘侠。 
408,答应我，嘴巴只用来吃饭和说话 
409,这男的长的一脸猥琐😞 
410,回复@小裁缝马文文:高级黑 
411,林志玲的处被一个日本人给破了，真气 
412,以后林志玲休想在中国混了，一个日本人 
413,但是，言承旭怎么办？ 
414,我这里附近的火锅店门口有个超大招牌，说是你结婚了，嫁给了日本人，老板伤心欲绝，，，特价全场5.8折。 
415,毛爷爷都要被你气活过来 
416,黑泽志玲 
417,呵呵  日本人 
418,志玲姐姐，祝你们幸福！ 
419,日本人？呵呵呵…… 
420,回复@KoGrady-Shortstop:别人改名叫黑泽志玲了，有啥稀罕的终究是日本人骑得狗而已 
421,回复@香耳聆听:是鬼冢老师？ 
422,回复@社长Angel7:太君好 
423,黑泽志玲 
424,也许只有日本人才不嫌弃洞宽吧 
425,回复@四川余老倌:滚 
426,。。。 
427,回复@决堤怎么提:我觉得不管怎样，日本人都不能嫁，国仇不能忘，虽然说国仇与现在的子女无关 
428,回复@曾舜晞Joseph:捞一下 
429,回复@凝望她沉睡的脸:我说话关你屁事呢？还我忘记历史，中国近代史我记得清清楚楚，唯一不太记得的就是你🐴去做🐔被迫生下你个被脐带勒住脑袋的傻愣玩意儿没脑子好歹也在脖子里装个过滤器，别什么睿智言论都往我身上套，我做我的理性爱国者，你做你的战狼，和谐社会从你我做起 
430,国情难挡真爱，现实若古如今，人心难测，愿久结因果！ 
431,回复@决堤怎么提:同上+1 
432,中国人嫁日本人。 真长脸了 
433,回复@9102年大龄少女被催婚:喜欢你妈 
434,回复@我也愿意欣然前行:那关你屁事？多看历史，像你们这种忘记国家仇恨的人，死去吧，活着没意义 
435,图片评论 ¡评论配图 
436,女神祝你幸福 
437,日本人，口活堪比狗喝水，指法灵魂似魔鬼 
438,勿忘国耻 
439,回复@俊熙家二姐:你真该活在中国被侵略的时代，希望勿忘国耻。 
440,回复@Jin_bo_shi:哈哈哈哈哈 
441,祝福 
442,回复@mini森屿麋鹿mini:对 日本人的屎都是香的 你去吃啊 
443,回复@社长Angel7:狗 狗 
444,回复@小萝卜的心:友军 
445,嫁谁不好嫁日本人 你把国耻抛之脑后了？ 
446,he tui 
447,坐等离婚 
448,性福哦 大家都懂的，祝福 
449,中国人不嫁嫁日本人……无语， 
450,LB 
451,回复@画梦飞翔:有病？ 
452,回复@宋扬上下心:你这是跪下了就起不来了？ 
453,呵呵 
454,回复@舒淇:滚到日本就别回来圈我们中国人的钱了。 
455,数祖忘典 
456,好白菜让日本人给拱了 
457,啊啊啊啊啊啊！！！ 
458,黑鲍志玲？ 
459,回复@社长Angel7:你是铁键盘？ 
460,回复@决堤怎么提:漂亮 
461,回复@都市丽人时尚内衣:你们找错代言人了，还不快换 
462,出生在台湾，挣钱在大陆，服务在日本。 
463,回复@洪世贤:你好骚啊 
464,黑泽志玲？？ 
465,别忘了你是中国人 
466,中国第一美女被狗日了可惜了 
467,回复@·-_-·:一个戏子。。。还见证历史 
468,日本人！ 
469,回复@不散场的电影zjy:自己出言不逊在先反倒还跟我杠起来了，是我求着跟你说话了？自己跑过来逮着我就咬，还说我小学生，您怕不是还在娘胎里被脐带勒住脑袋了吧 
470,素人，黑泽志玲おぁすきぜづふ！ 
471,今年好多男神女神结婚，胡歌你啥时结婚？@胡歌 
472,居然跟日本人结婚，忘记了国耻！ 
473,☺ ☺ 
474,林智伶 
475,白瞎了！以后骂的话误伤勿怪 
476,回复@mini森屿麋鹿mini:万人骑 
477,回复@我也愿意欣然前行:你是小学生？ 
478,真是猝不及防 
479,祝你们幸福 
480,你怎么嫁给日本人咯 
481,回复@洪世贤:. 
482,女神，愿你幸福安好 
483,白白 
484,回复@洪世贤:恭喜 
485,期待志玲姐姐的AV作品 
486,回复@黄晓明:跟你有什么关系 
487,我的天呐祝福 
488,老铁门，继续啊。把她赶出中国🇨🇳 
489, 
490,波多林志玲  败家娘们儿 
491,回想918 
492,回复@决堤怎么提:我祝你以后结婚也被全网黑，祝你孤独终老，你没有限制别人的权力！ 
493,回复@发现美的结构:？？？？？ 
494,祝福。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。 
495,回复@LMJ错过便是终生:拜托，你都out，人家都否认了改名，你还执着于这个，真的是消息有点落后，几天没上网了哈哈哈哈哈 
496,回复@社长Angel7:是不是中国人？ 
497,不开森 
498,回复@Jin_bo_shi:是的 
499,回复@不吃肉不舒服斯ji:某湾被某本国占了五十年，懂吧 
500,回复@风一样的我说1711:台湾被某本国占了五十年，懂吧 
501,回复@傻子与乞丐:你又怎么知道别人没做贡献，洗你吗呢 
502,回复@mini森屿麋鹿mini:华仔说过艺术家有国界，何况都改名了，还洗呢 
503,回复@社长Angel7:人家都改名了，以后不再大陆发展了，还洗呢，最好把国籍也改了，滚出中国吧 
504,本来今年等A股涨到3300点就娶你的，没想到这么突然！ 
505,回复@麦记炸薯条专员:真相了朋友… 
506,姐姐要99哦 
507,这也行？为啥都改姓了你们还要叫她林志玲？本是抱有祝福心态，可当知道你居然连自己姓都改了，很是优秀，以后想回来可就难了。黑泽志玲？ 
508,祝福 
509,回复@Rum4784:等你长大他都老了 
510,有一部电影叫《金陵十三钗》 
511,黑泽老师好 
