,comment
44,没有德行 始终走不长远 再高的收视率 只会让你跌的更惨 就像现在一样 
45,错了改就是了，但还是挺喜欢你的，你有缺点但是优点更多，加油渡过了会好的 
46,呵，那么喜欢评价别人，结果自己都是个害 
47, 
48,缺 乏 足 够 的 勇 气 
49,不是当年还说人家是小家吗 怎么就还偶像了 死丫头骗子还两幅面孔呢 
50,于老师你太认真了！谢谢你让我们看到一个不一样的你，我想这就够了！ 
51,还好意思说别人演技 
52,于老师，很真诚。人非圣贤孰能无过，虽然犯过错，但是也做了很多贡献，发掘了很多有演技的演员，我会一如既往的支持于老师的戏，支持于老师这个人。 
53,回复@第一眼的意中人:笑鼠 
54,回复@布衣班长:这哪有啥诚恳 
55,回复@大迷饼:基操勿六 我小学和同学一起犯事写检讨的时候也要交流交流 
56,成年人的文字游戏！我敢说随便找个犯过错的小学生来写都比你写得明白真诚！ 
57,向💰道歉，但是不考虑和郭敬明成立个反剽窃基金会吗 
58,我觉得交出这么多年的非法所得才是我想看到的！ 
59,和郭敬明一起当反剽窃基金会形象大使吧 
60,回复@第一眼的意中人:哈哈哈哈哈，属实给爷整笑了 
61,你给汪海林的律师函呢，怎么还不发呀别急着缩进龟壳里呀，赶快发个律师函塞 
62,前几天还在猖狂怼人呢，怎么就软了？真是你马良心发现啊，虚伪懦弱的东西 
63,你TM不是硬得很吗 
64,回复@丨QMYi:居然道歉了 
65,回复@你与梦境:得了吧，有人民日报什么屁事，关于真正需要为人民发声的事屁都不敢放一个，就是个传声筒，这次纯粹是一百多个编剧联合抵制让它捡个便宜，毛主席怎么评价它的来着，二流还是三流报纸来着 
66,如果道歉有用，要法律做什么？ 
67,好家伙！道歉信都和郭敬明的一样 
68,图片评论 ¡评论配图 
69,一个孤傲的文人，一个遗世独立却对别人作品熟记于心。一面睚眦必报去b站举报up主，一面崇尚自己的大意。于正，你到底是个什么样的人。伪君子的典范么，呵，当真不见棺材不落泪。 
70,国家不出手，他俩能道歉。 
71,回复@Miko今天画了吗:我觉得郭不发，于丫头也不会发，总得有人带头 
72,他转过身来，指着赵敏道
73,我的天，于剽窃居然道歉了？您不撒泼打滚赖一下吗？ 
74,回复@_chilligaciho:你真的一年了 
75,好好做个人，这个社会有太多诱惑 ，但我们最后和最初其实就是要好好做个人吧 ，在这世上给自己留个干净的身子，希望你真的知道错了 ，好好创作，凭本事自立自强 
76,某人当三也是一直没给原配道歉 
77,回复@呜哇呜哇吃西瓜:唐七什么时候道歉 
78,被胁迫了 才会出来道歉 
79,加油，新的一年会有新的开始！ 
80,不要脸 
81,郭于这俩哥们儿是不是合计好的，怎么都道歉了 
82,祝您健康长寿…… 
83,于老头你也有今天哈哈哈哈 
84,回复@百亩森林在逃主人公:阿弥陀佛南无 
85,回复@知你故来风:有没有正式仪式？ 
86,回复@知你故来风:阿弥陀佛南无 
87,中华传统的美德是尊敬长辈，演员和导演，创作人，比你年长的人，请以礼相待，文明用语，请树立好电视机里一个晚辈该有的姿态 
88,我生历劫，劫在我生。往事清零，明日传奇。 这句话送给于老师。你值得 
89,一个把恬不知耻，拒不认错，还能讲出大道理的人，我服你 
90,回复@小姐姐梓妍:你是魔鬼 
91,原來是因為害怕所以道歉，還裝出誠心悔過的樣子 
92,我还是喜欢于正的剧，还是觉得于正特别有才华。谁年轻时不犯点错呢？已付出代价的就此掀过吧！好多人都喜欢于正的剧。 
93,2020果然是不得了的一年 
94,回复@丿每天吃最多:我的妈呀 20年底的 好像我一年没看微博了 
95,疫情给大家很多思考的时间。不是坏事。可是人啊做事不要太有目的性就好。错了不代表没发生。道歉接受，其他就一切该来的来、 
96,回复@百亩森林在逃主人公:哈哈哈哈我笑了 
97,社会主义力量不捶你们，你们就可以死皮赖脸到底，没道德的坏家伙们 
98,@从不睡懒觉_ 我才知道 
99,回复@川上惊鸿来:百因必有果 
100,呸，原来这里可以，呸呸呸 
101,回复@甜橙吾皇:年轻人就可以不讲武德，优秀优秀 
102,回复@SHEVCHENCHAO7:当时老于头还是小于头，年轻人嘛 
103,回复@甜橙吾皇:当时法院判决的时候，老于头咋说的 
104,真不愧是郭的好姐妹 
105,现在上面的意思 你不是没勇气道歉，而是没勇气不道歉 
106,看来，这也是必须要还的。 
107, 
108,要被封杀了开始道歉了？？ 
109,Yz 
110,完结 
111,你们两个可真有意思啊 
112,还有那个苏小暖，你也赶紧来道歉吧 
113,你是什么狗屎粑粑过多少时间道歉呢？ 
114,啊 
115,刀架脖子上不得不认错了这若是判生死的关头还会有机会发这表决心的“小说”么 
116,道歉有用的话，要警察干嘛？ 
117,虽然他错了，但是这几年里他为我这些喜爱古装剧的朋友也创作出了许多好看的电视剧，错了就是错了但是我们还是支持你，希望你能创作出更多更好看的古装剧，加油加油加油＾０＾~ 
118,加油💪支持于老师！ 
119,加油，新年新气象，创作更多好作品，拍出更多高质量的影视剧，用作品说话！ 
120,我怀疑你是想等郭小四先发出来之后再借鉴 
121,这道歉信一个模版弄出来的吧 😄 
122,得瑟的时候挺有勇气的啊 
123,在利益面前，还是选择了道歉，大丈夫能屈能伸 
124,请问您道歉是因为这个嘛？ ¡评论配图 
125,创造出更多“老百姓”喜闻乐见的故事，，你就不是老百姓了？说的好像你多厉害似的。 
126,。。 
127,。 
128,眼看你这几年作品有改善，如果有內部的人為你求情，應該可以番身的；但口不擇言这方面就得改改，不然都是得場空。 
129,丫头你加油，我还想看玉楼春呢爱你 
130,还是人多力量大啊 
131,回复@这次要揍一次生活:是个毫无魅力的男，鉴定完毕 
132,回复@阿光阿光:还有唐七呢 
133,还不是由于上面都发话了 
134,回复@第一眼的意中人:哈哈哈哈哈哈 
135,别太自大 
136,死丫头经典语录
137,没想到，2020年最后一天，奇迹出现 
138,没读过书的人一定写不出书，没看过剧的人也绝对编不出好剧！ 老于你的道歉很不合时宜！不要同情谁，也不需指责谁。错就错在当初的题目。本不应该叫《宫锁连城》，叫《梅花烙通俗演义》就不会有任何诟病，罗老师就是这么做的。 
139,回复@迷雾啊鹿:谁跟你说翻篇了？整天自欺欺人，意淫 
140,回复@火烧泥土sweet:垃圾，还洗 
141,道貌岸然 
142,死丫头，叫你得罪人 
143,道歉的时机不成熟 
144,不信试看所有、任何、名家的名作，都可以找到前人的端倪，只是老于的团队玩的过火了点。 
145,这也不是你的风格啊 你跟人民日报硬刚啊 
146,为了自己新剧才道歉 垃圾 
147,回复@75后老粉:鲍毓明不是男的吗 
148,发生什么了 
149,回复@知你故来风:“正”好一“郭”端了 
150,回复@知你故来风:哈哈哈哈哈睡觉前郭敬明道歉 睡醒后于正道歉 
151,回复@知你故来风:哈哈哈哈，还是要人民日报出来说话才行！ 
152,回复@知你故来风:郭敬明和于正都道歉了，👴青结 
153,加油💪！ 
154,回复@陈星粹:这啥啊 
155,回复@你与梦境:把那篇文章@我看看🧐 
156,回复@呜哇呜哇吃西瓜:唐七那个贱蛆可能会死的时候写个小纸条哭诉自己多委屈，然后在缝里写个对不起吧然后买个热搜说死者为大 
157,道歉有用的话，要警察干嘛 
158,这一次，死丫头不再嘴硬 
159,回复@百亩森林在逃主人公:@空格条 牛逼我才看见 
160,回复@百亩森林在逃主人公:@陈星圆咯 牛逼我才看见 
161,回复@红毛煮甜虾-v-:这个唐难道不是女的吗？ 
162,果然道歉是事出有因 
163,我还依稀记得六年前你嘴硬不承认的样子 
164,回复@百亩森林在逃主人公:2020哪，唉 
165,加油 
166,不要脸 
167,不要个脸 
168,唉，纸永远都包不住火的啊 
169,真是活久见 我这辈子也是值了 
170,回复@第一眼的意中人:同归“于敬” 
171,请继续你的不要脸， 
172,回复@MintIvey:不是，这是讽刺他，因为于正之前微博说自己“孤傲了一辈子” 
173,回复@知你故来风:贾玲:卧槽，这风浪早点过去吧。 
174,初中时看过梅花烙小说，后来看到宫锁连城第一集，忍不住说，卧槽卧槽！。这剧情也太像了 
175,晚辈们希望小辈们成长，但并不希望晚辈们不把长辈们当会事儿，迟到的道歉。 
176,@大头沛贝勒 
177,回复@这个那个和这个那个:艹，晋江都不敢这样写 
178,回复@摩羯不谈恋爱:哈哈哈哈哈哈哈我要笑死了 
179,笑死我了你和郭敬明是约好了吗 
180,你家人什么时候死？ 
181,说好的一起剽窃，一起被骂，绝不道歉，你却背着我先道歉，还搞什么基金会，不邀请我，无耻 
182,迟来的正义让你低了头。 
183,死丫头，跟风跟凉了吧 
184,某些法律的某条好像在1月1号实行你品你细品 
185,爱情公寓快来道歉！！ 
186,还是很喜欢你的作品的 加油！没有过不去的坎 
187,说的很诚恳，都想原谅你了 
188,只想知道玉春楼什么时候播 
189,郭敬明道歉了，于正道歉了，如果加上你脱单，那才是全世界不可能发生的事都发生了 
190,回复@知你故来风:郭敬明道歉了，于正道歉了，如果加上你脱单，那才是全世界不可能发生的事都发生了。 
191,哎 
192,回复@摩羯不谈恋爱:hhh好家伙 
193,你们是商量好了的吗。。。。。。 
194,一瞬间我以为这几位商量好了。。。。。 
195,回复@百亩森林在逃主人公:@丁丁叮SDiNG @Eason_Nan 
196,现在都不回复评论了 
197,果然狂傲了半世，现在狂傲不下去了！！ 
198,是因为民法典才道歉吗？ 
199,未来期待更好的您，不管怎样，喜欢看你所有的剧。原版都拍不出来的好 
200,民法典厉害😄 
201,回复@知你故来风:关键还是民法典厉害 
202,滚 滚出娱乐圈 
203,转发微博 
204,只要作品好看就行。 
205,于正好油腻 
206,回复@知你故来风:哈哈哈哈哈 
207,没有郭敬明的感人深刻 
208,你太让我寒心啦。 
209,拿出你当年拒不道歉的牛气啊！别怂，就是干！ 
210,回复@原石壹:神盗侠侣 
211,你长点儿心吧！ 
212,这不是早就过去了吗！怎么又旧事重提了，好奇怪 
213,🇨🇳教您做人 
214,回复@恰瓜专用号丷:看微博顶置，墨香铜臭是原创作者 
215,支持于正老师！重新开始！我觉得每个人都会犯错！但重新面对真的需要勇气 
216,真好笑，当时干嘛了，现在又是为了利益出来道歉，这样做人有什么好结果 
217,回复@呜哇呜哇吃西瓜:不还有流潋紫么 
218,别扯什么缺乏勇气，有人点名就一下子有勇气了？确定不是因为别的原因？ 
219,@竺倪娜今年一定减肥成功 
220,你也出资去弄个反剽窃基金会 
221,回复@阿光阿光:我的天 光哥出息了 
222,回复@尼奇窝窝:民典法开始实行？ 
223,啊哈哈哈哈你是孤傲的王子不需要道歉 
224,抗韩之功不抵过 
225,建议把自己的编剧这个头衔改成小偷 
226,哟，也不跳起来了 
227, 
228,这算不算是天道好轮回 苍天饶过谁 
229,明知自己身有罪，不到判決都不會道歉，呵呵！ 
230,犯罪成本太低 早应该罚到他倾家荡产 
231,叶非夜快来道歉。 
232,隔壁那个拿奖拿到手软 
233,日本人
234,好惨 
235,是不是民法典要颁布了，你们才赶紧道歉 
236,踩点道歉 
237,哈哈哈哈哈哈 
238,死丫头嘴硬，服软了。 
239,道歉也要跟风，想上热搜？ 
240,大肥猪 
241,回复@阿光阿光:@玖月晞 爬出来 
242,法律严惩文贼！！！ 
243,哈哈，嚣张的d 
244,回复@知你故来风:人民日报点名了，肯定是业内有动作才道歉的！ 
245,还可以看到你的三部新剧上映吗？ 
246,是不得已才道歉的吧，呵呵 
247,剽窃可耻，作品是作者的心血，到底是如何厚颜无耻的人才会做这种事 
248,你们都想多了，于正不是想道歉，只是看见郭敬明的道歉信下意识的copy了一份而已，职业素养极高 
249,你和小四商量好了还是你们某一个被另一个感化了 
250,回复@可爱多哎-:还真不是联合抵制的作用 多半是明法典才道的歉吧 
251,要不是明法典某些人哪能道歉 
252,下架了 触及到利益了 真丢人 
253,回复@东方有鱼园:加油，所有人！ 
254,你和郭敬明结婚吧！天作之合！ 
255,不接受 
256,你们两个商量好的？ 
257,你需要对 步步惊心道歉 对甄嬛传道歉 对偷偷爱你道歉 对电视剧一生为奴道歉！对如懿传道歉 
258,早干啥去了？接着装逼啊 
259,哟，一介孤傲的书生怎么就道歉了？ 
260,不是早就宣判了吗？现在涉及到利益了才想起来道歉啊？你是觉得视国家法律于无物啊？把你这死丫头猖狂的. 
261,之前不是一口咬定说是借鉴吗 嗯？ 
262,这人怎么天天在道歉啊 
263,当年那么牛逼 ¡评论配图 
264,真nm无语 
265,突然发现这些评论里都是未成年的孩子太多了。说话都是可以不负责任的攻击别人。成年人哪有哪些闲工夫去对别人指指点点。未成年人的嘴巴太可怕了。 
266,一个六年，一个十五年，却在同一天道歉，呵呵呵呵 
267,哈哈哈哈哈哈哈哈让我笑一会儿 
268,不是缺乏足够的勇气 而是缺乏足够的惩罚 
269,我不管他们说什么，我自己写的爽，我收视率是第一就好了，我就是不理他们。老师你的这个视频我可是一直保存着呐 
270,哈哈哈哈哈，终于啊 
271,部 
272,特意来关注你表示支持吧（是支持你今后能知错就改）。道歉信诚意算够了，缺点就是把三观不正的作品捧太高，可能和求生欲有关？我现在更关注的是汪海林有没有要求他的好友方方向中国人民道歉。 
273,道歉也不是不道歉也不是，你们想干啥？ 
274,加 
275,海 
276,回复@入云鱼-何健:再厚的脸皮也不管用了 
277,能把游夏之艺与现实结合的最成功的就属阁下了，加油 
278,都这么多年了，还是因为这事退出我就是演员了？ 
279,因为民法典的施行吗 
280,于正老师，加油，创造更好的作品 
281,于老师挺真情，这勇气值得借鉴 
282,现在才道歉？现在有勇气了？明明知道自己的错误 我是真的不知道你是什么勇气让你活的心安理得的  我真的好奇你是怎么敢参加节目的🙏 🙏 🙏 
283,不管咋的道歉需要勇气，虽然迟点。处于娱乐圈的人又有多少人有这勇气 
284,别劝人大度，未经他人苦，莫劝他人善，出自插刀门 
285,！ 
286,不要脸 
287,回复@可爱多哎-:哈哈哈哈哈哈哈。孤傲了一辈子的 
288,刚说完别人嫉妒你，这里又说自己并非一帆风顺，你还有个准没？ 
289,于老师好样的！一如既往支持！干嘛要退出浙卫的节目，期待新剧期待回归。继续战斗！ 
290,死丫头
291,你咋还没死 
292,1 
293, 
294,回复@呜哇呜哇吃西瓜:唐七滚出来道歉！！！愿大风刮过吹散十里桃花 
295,谁见过道歉函一直用感叹号的 
296,刀不架在脖子上永远不知道道歉 
297,你容不容易是你自己的事，你剽窃是关乎受害者和大家的事！ 
298,上边点名了，害怕了？怎么不嘴硬了？没意思 
299,回复@百亩森林在逃主人公:“明正”反剽窃基金会，这个名字挺好 
300,正大光明组合，你们要一起成立“正大光明反剽窃基金会”吗？ 
301,我觉得你的道歉比郭敬明诚恳 
302, 
303,一 
304,没关系@于正  希望你每天开心 
305,于正文笔真的不行 
306,真的是无语 
307,回复@呜哇呜哇吃西瓜:加一，唐七这时候不出现更待何时呢🍉🍉 
308,回复@呜哇呜哇吃西瓜:@无仪宁死 
309,回复@摩羯不谈恋爱:哈哈哈哈哈哈哈哈 
310,回复@摩羯不谈恋爱:拒绝矮子攻🙅 
311,民法典威武！！！ 
312,于.钮钴禄.死丫头.正以你现在的颜值足够担任男一，赶紧为自己写一部作品吧@于正  
313,回复@DreamCatcher_墨墨力:丧* 
314,谁年轻的时候还不头脑发过热。重要的不是“错”，是醒悟。别桑啊，要继续努力呀。 
315,加油啊！ 
316,衮！ 
317,多长时间了 
318,叫 
319,如果世上都能用一句诚挚的道歉就能解决的皆大欢喜，那这个世界就太暖啦。生而为人即能选择做个意义上的好人或是坏人。所以当做某件事情时是不是应该考虑一下对别人的伤害和是否会得到你想要得到的原谅呢？希望您可以带来不伤害别人并且证明自己的作品，2021祝您成功！ 
320,回复@前面右转的第2排架子上就有了:哈哈哈哈哈哈哈想自己去水印奈何名字太长 
321,什么时候加入反剽窃协会 
322,这封道歉信是剽窃的郭敬明的吧 
323,那就自我封杀吧 
324,回复@知你故来风:哈哈哈哈 
325,呸 
326,被这个吓坏了吧。 ¡评论配图 
327,天道好轮回， 始终要还的 
328,。 
329,于老六，你怎么道歉了啊？你要是一直嘴硬一直挺着那二皮脸，虽然还是鄙视你但还是会觉得你这人有点刚，起码不是一无是处 现在刀片砍到脖子上了知道承认了知道道歉了？你是个男的吗？对不起，我说错了，你本来也不是个男的 
330,回复@可爱多哎-:联合抵制有个屁用，有用的是民法典 
331,什么迫于压力，就是民法典要生效了怕了 
332,啧啧啧 
333,乖！做错事立正挨打要趁早，否则一生老挨揍 
334, 
335,于麻麻赶紧也成立个于麻麻反剽窃基金 我只是怕你最后赔到裤衩都没了！ 
336,呸 
337,赞赞 
338,活见久。。。呵呵，油腻大叔 
339,回复@可爱多哎-:层主的孤傲是反讽啊咋还有人杠起来了 
340,哈拉 
341,加油 
342,呵呵呵！打脸了 
343,回复@菜菜女王o_o:可能不道歉要被封杀 
344,和郭敬明一起？ 
345,庆幸自己一个都没看 
346,垃圾 
347,我觉得做事情做人就得有始有终 不能低头，坚持当初一直以来的观点和态度，才是真男人！ 有法出台了怎的，有封杀风险又能怎么的，怎么可以低头可以怂啊  
348,回复@呜哇呜哇吃西瓜:四不发道歉函，六没有模板借鉴啊。并不是跟风。这我得为他说句话 
349,回复@Laaanaaaliii:笑了 
350,哈哈哈，太搞笑了，和郭敬明一样，假惺惺的。 
351,你可千万不要以写小三文的人为榜样，最起码你的剧不是小三剧 
352,2021年应该是个新的开始，把那些过去的事情都钉在耻辱柱上，让耻辱柱耻辱去吧 
353,2021新的一年，新的开始，新的希望，新的一天，新的阳光。开始新的生活，播下新的种子，翻开新的一页。 
354,崩坏三观的偶像剧 
355,道歉迟了，现在跳楼不迟 
356,你是真不要碧莲，佩服 
357,抖机灵，耍流氓。不用拿出多大点诚意，至少像四哥一样装一下也行啊 
358,哈哈 
359,回复@冬季暖阳十里春风:是我大意了，撤的这么快 
360,回复@知你故来风:@路过的苇名剑圣 
361,二姨子 
362,垃圾人妖 
363,回复@川上惊鸿来:你看这下面都是喜爱他的人死丫头 哈哈哈哈哈 你们谁取的 
364,@梦见刃和铁笛仙 
365,回复@知你故来风:他们其实都挺贼的   之前死活不道歉  非得前几天一堆人反对他们在出现在媒体各个平台上才出来道歉  权衡利弊之后不道歉可能没市场  所以就委曲求全一下了    
366,两个不要脸的货，本人从来不看他俩的东西，民法典要追究责任了这俩货害怕了 
367,回复@第一眼的意中人:@卡几耐 这评论笑吐了哈哈哈哈哈哈 
368,不愧是郭正cp 
369,死丫头快和小四一起成为基金会宣传大使吧 
370,玖月晞和唐七快来啊，赶紧蹭一下热度 
371,回复@饼干人暴走一族:你看的这些是唐七粉丝编的故事吧。。。还打官司赢了？他梦里赢的吧 
372,回复@短腿老周:@每年至少见一次张月亮  
373,在一起？ 
374,回复@阿光阿光:@玖月晞 @玖月晞 @玖月晞 于正和郭敬明的道歉模板可以和你思想共通吗？ 
375,回复@阿光阿光:@玖月晞 于正和郭敬明的道歉模板可以和你思想共通吗？ 
376,🎄 
377,确实太假了，假仁假义的假人 
378,加油 
379,这个道歉让我想到了曾经看过的一篇文章，不到万不得已不道歉，就算道歉也要让自己错得有理有据。 
380,一日为道盗终身是贼，郭敬明于正之流应当自宫以谢天下 
381,。。。安排表 
382,6年通过剽窃让大家认识了你，于正 
383,回复@饼干人暴走一族:你说的全是谣言，你自己回头看看你说了啥 
384,大鼻涕里嘴里你知道甩了 
385,请问杀人后道歉是能免责的吗 
386,这就是代价，痛定思痛，改过自新，再盼启航。 
387,不捐侵权收入吗 
388,和小四手拉手，肩并肩，同进退，秀真爱 
389,狗掀门帘全靠嘴 
390,评论 
391,。 
392,圖片評論 ¡评论配图 
393,[米奇比心] 
394,回复@哥哥才是不食人间烟火:昨天在热搜挂了一天 
395,知错能改善莫大焉！加油！希望继续给大家带来优秀的原创作品！ 
396,回复@mira芻蒿增二:这下那111位联名者脚镣也套上了，都好好反省吧，不是没他们的事 
397,回复@绝世美一:没被人民日报点名，估计还是不会道歉 
398,. 
399,回复@可爱多哎-:主要被上面点名了，迫于压力，再不道歉以后可能被封杀都可能 
400,继续追剧 
401,回复@瑾莹69:太多太多人期待你的后续作品！实力永远是你最好的话语权柄！中国人文
402,666 
403,怎么没上热搜呢？ 
404,真正让他们道歉的原因不是良心，因为他们根本就没有良心，而是郭敬明、于正，正好撞到国家的枪口上了。是国家亲自下场，把文件狠狠摔在他们脸上，用行动告诉这群魑魅魍魉
405,可是可是 
406,有相同感受经历 
407,勇敢的于老师，点赞！ 
408,", "
409,观众朋友们知道qy很绿茶吗 
410,能道歉总是好的，有些人犯了错从不道歉 
411,勇于面对，需要很大的决心和勇气，也许背后有不得已的压力才来在今天面对和公开。错就是错，难能可贵的承认。承认就是能放下，能放下就是可以继续前行。希望未来都好，老艺术家们也都能释怀。 
412,反手一个赞 
413,回复@前面右转的第2排架子上就有了:哈哈哈哈哈 
414,笑死我了这俩垃圾 
415,回复@是一只口苗:笑了 
416,坚持本心，相信自己的才华，认真校本，超越自己，便会超越他人，会继续关注你的作品，相信未来会有更高的层次，加油 
417, 
418,圣诞节郭敬明在芒果录制现场被叫停，周一总局指令，于正不得出镜，两人吓坏了。这才道歉。是社会主义铁拳吓得他们道歉的，是总局勒令禁止不让于正出镜于正才道歉的，不是他自己有道德退出的。他们是被人民民主专政的铁拳吓破了胆。群众需要知道真相!没有监管光靠道德是约束不了这些道德低下的坏人！ 
419,回复@多多鹅鹅鹅:嗷嗷跑哦啊 
420,真好笑 
421,？？？ 
422,是在 等郭敬明的道歉声明。拿来借鉴吗 
423,太不要脸了，这时候出来道歉打自己不要的脸 
424,。 
425,回复@第一眼的意中人:封杀你 
426,回复@知你故来风:于正之前采访，还嘲笑郭敬明败诉不道歉，结果他自己也一个德行 
427,。 
428,回复@百亩森林在逃主人公:必须顶你上去 
429,惊！ 
430,嘴不是硬着呢吗，剽窃 
431,太鸡贼了…… 
432,👴青结//@知你故来风:郭敬明和于正都道歉了，👴青结 
433,新的一年新的开始，于老师加油 
434,回复@刘刘刘淚:郭敬明也 
435, 
436,mingmingg 
437,很有诚意的道歉，人非圣贤孰能无过！ 
438,回复@阿颖不要不开心:都说这个是什么意思啊 
439,回复@知你故来风:@嗲子 新年🍉好多 
440,回复@呜哇呜哇吃西瓜:真的没人知道还有这个嘛？@vivibear 
441,道歉就好，挨打要立正，还是好孩子 
442,在这个贴子没有出来之前我还不认识这个货现在这么多人都知道你了你成功了 
443,真就该封杀你 
444,唐七跟上呀，排队形 
445,西安人民发来贺电欢送离开 
446,回复@第一眼的意中人:好家伙  我特么直呼好家伙 
447,回复@呜哇呜哇吃西瓜:啊哈哈哈哈这层笑死我了 
448,各大卫视跨年演唱会精彩程度，完败反剽窃基金会 
449, 
450,做好自己 葆有初心！ 
451,不去当演员可惜了 
452,于正是觊觎那个基金会形象大便的位置吧 
453,带给大家好的作品就行了呀，青出于蓝而胜于蓝，大家看宫锁连城的时候，都挺享受的，现在又在这里说人家，人家不要面子的吗？一边看着人家的宫锁连城，一边又各种说人家，体谅一下吧！ 
454,这是真被逼的要混不下去了，终于为了💰而道歉！成立反剽窃基金 
455,无视法律，最终相信良心？呵呵，实践了魔幻现实主义 
456,哈哈哈哈，笑死我了，死丫头和郭比特人商量好了的吗？ 
457,终于看到道歉了，多少年前的事了！ 
458,还有恨锁金瓶呢？ 
459,你和郭敬明可以成立一个剽窃基金 
460,唐七，玖月晞，墨香铜臭各位融梗大师快来啊！ 
461,回复@小巨精:啊这 原来爱情公寓是韦正不是于正啊 
462,？ 
463,之前的牛逼劲儿去哪了？ 
464,回复@呜哇呜哇吃西瓜:上去！ 
465,啥逼 
466,没有郭敬明的诚恳，虽然都假，落的于正，不是于征，敢情这道歉还不是本人道的。 
467,切，无耻 
468,做作 
469,虚伪 
470,@于正 @郭敬明 欢迎反剽窃基金创始人致新年致词👏 
471,回复@知你故来风:我突然觉得郭四和于丫头他俩挺像的 
472,@你丶丶丶 
473,回复@知你故来风:战略道歉，选在跨年这种娱乐暴发的时刻，很快乐就会被各种新年，跨年晚会的热搜盖过去 
474,哈哈哈哈哈哈哈哈哈哈哈哈哈 
475,爷青结！！！ 
476,2020NB 
477,经常发送商务日语信件的表示一般都是最尊敬的语气来交流了 
478,看我微博，点赞于老师！大义凛然，敢于直面公众，道歉。也是条好汉！ 
479,@有心人lr- 
480,这是真的吗 不敢相信 
481,这俩人其实是给资本跪了，否则早就道歉了 
482,应该给承认错误者一个机会，他确实不对但是只要承认错误也罪不至死可以以观后效 
483,是从零开始 
484,2021，加油💪 
485,回复@扒圈老鬼:迟到的正义就不是正义！ 
486,我他妈直接笑死 
487,琼老师
488,看来他是希望一切事件都如2020一切归零一样，在这最后一天一切都过去一切都归零！在2021年重新开始！ 
489,一起道歉 
490,我在看我就是演员3的时候，看你怼别人怼得特别狠，对你的印象就感觉很不好 
491,15年前偷了邻居的20万，凭着这20万翻身发财赚了2000万，15年的今天把那20还了，就等于没偷吗？ 
492,自律的人都可以原谅 
493,回复@第一眼的意中人:@一朵小发发___  
494,你什么时候跟戴娇倩道歉？？？？ 
495,如果没有动到你们的核心利益，会道歉？道歉也不是诚心的，也是为了利益而不是为了良心，公众不傻！ 
496,你就跟个鬼一样 
497,不是所有对不起都能换来没关系 
498,道歉有用的话要警察干嘛 
